Bladder_CD8 T Cells	Bladder_Stromal Cells	Bladder_Epithelial Cells	Bladder_CD4 T Cells	Bladder_Smooth Muscle Cells	Bladder_Mast Cells	Bladder_Macrophages	Bladder_Neutrophils	Bladder_B Cells	Bladder_Endothelial Cells	Bladder_Plasma Cells	Bladder_NK Cells	Blood_CD8 T Cells	Blood_CD14 Monocytes	Blood_Red Blood Cells	Blood_Neutrophils	Blood_B Cells	Blood_CD4 T Cells	Blood_CD16 Monocytes	Bone_Marrow_Neutrophils	Bone_Marrow_CD4 T Cells	Bone_Marrow_Red Blood Cells	Bone_Marrow_CD8 T Cells	Bone_Marrow_B Cells	Eye_Melanocytes	Eye_Epithelial Cells	Eye_Fibroblasts	Eye_Macrophages	Eye_Endothelial Cells	Eye_CD8 T Cells	Fat_Endothelial Cells	Fat_CD4 T Cells	Fat_Fibroblasts	Fat_Adipocytes	Fat_Neutrophils	Fat_CD8 T Cells	Fat_Macrophages	Fat_Smooth Muscle Cells	Heart_Endothelial Cells	Heart_Cardiomyocytes	Heart_Epithelial Cells	Heart_Smooth Muscle Cells	Heart_Fibroblasts	Large_Intestine_Epithelial Cells	Large_Intestine_Glial Cells	Large_Intestine_CD4 T Cells	Large_Intestine_CD8 T Cells	Large_Intestine_Fibroblasts	Large_Intestine_Plasma Cells	Large_Intestine_Macrophages	Large_Intestine_Mast Cells	Large_Intestine_Smooth Muscle Cells	Large_Intestine_Endothelial Cells	Liver_Neutrophils	Liver_Endothelial Cells	Liver_CD8 T Cells	Liver_Macrophages	Lung_CD8 T Cells	Lung_Epithelial Cells	Lung_Endothelial Cells	Lung_CD14 Monocytes	Lung_Smooth Muscle Cells	Lung_Dendritic Cells	Lung_Mast Cells	Lung_CD16 Monocytes	Lung_Plasma Cells	Lung_Macrophages	Lymph_Node_B Cells	Lymph_Node_CD8 T Cells	Lymph_Node_CD4 T Cells	Lymph_Node_CD14 Monocytes	Lymph_Node_Regulatory T Cells	Lymph_Node_NK Cells	Lymph_Node_Plasma Cells	Lymph_Node_Mast Cells	Mammary_CD8 T Cells	Mammary_CD4 T Cells	Mammary_Stromal Cells	Mammary_Macrophages	Mammary_Epithelial Cells	Mammary_Endothelial Cells	Mammary_B Cells	Mammary_Mast Cells	Muscle_Fibroblasts	Muscle_Muscle Cells	Muscle_Macrophages	Muscle_CD4 T Cells	Muscle_Smooth Muscle Cells	Muscle_Endothelial Cells	Muscle_Neutrophils	Pancreas_CD8 T Cells	Pancreas_Epithelial Cells	Pancreas_Neutrophils	Pancreas_Acinar Cells	Pancreas_NK Cells	Pancreas_B Cells	Pancreas_Smooth Muscle Cells	Pancreas_Alpha Cells	Pancreas_Ductal Cells	Pancreas_Macrophages	Prostate_Epithelial Cells	Prostate_Fibroblasts	Prostate_NK Cells	Prostate_CD4 T Cells	Prostate_Endothelial Cells	Prostate_Macrophages	Prostate_Smooth Muscle Cells	Prostate_CD8 T Cells	Salivary_Gland_Serous Grandular Cells	Salivary_Gland_B Cells	Salivary_Gland_Plasma Cells	Salivary_Gland_CD4 T Cells	Salivary_Gland_CD8 T Cells	Salivary_Gland_Fibroblasts	Salivary_Gland_Endothelial Cells	Salivary_Gland_Macrophages	Salivary_Gland_Epithelial Cells	Salivary_Gland_Neutrophils	Salivary_Gland_Smooth Muscle Cells	Skin_Fibroblasts	Skin_CD4 T Cells	Skin_Macrophages	Skin_Mast Cells	Skin_Smooth Muscle Cells	Skin_CD8 T Cells	Skin_Endothelial Cells	Skin_Regulatory T Cells	Skin_Melanocytes	Skin_Neutrophils	Skin_Epithelial Cells	Small_Intestine_CD4 T Cells	Small_Intestine_Epithelial Cells	Small_Intestine_Glial Cells	Small_Intestine_CD8 T Cells	Small_Intestine_B Cells	Small_Intestine_Mast Cells	Spleen_CD8 T Cells	Spleen_Macrophages	Spleen_Neutrophils	Spleen_B Cells	Spleen_CD14 Monocytes	Spleen_CD4 T Cells	Spleen_CD16 Monocytes	Spleen_Plasma Cells	Spleen_NK Cells	Spleen_Endothelial Cells	Thymus_CD4 T Cells	Thymus_CD8 T Cells	Thymus_Regulatory T Cells	Thymus_Smooth Muscle Cells	Thymus_Endothelial Cells	Thymus_Neutrophils	Thymus_B Cells	Thymus_Fibroblasts	Thymus_Plasma Cells	Tongue_CD8 T Cells	Tongue_CD4 T Cells	Tongue_Regulatory T Cells	Tongue_Macrophages	Tongue_Smooth Muscle Cells	Tongue_Fibroblasts	Tongue_Epithelial Cells	Trachea_Neutrophils	Trachea_B Cells	Trachea_CD8 T Cells	Trachea_Fibroblasts	Trachea_Macrophages	Trachea_Smooth Muscle Cells	Trachea_Mast Cells	Trachea_Endothelial Cells	Trachea_Epithelial Cells	Uterus_CD4 T Cells	Uterus_Fibroblasts	Uterus_Macrophages	Uterus_Regulatory T Cells	Uterus_CD8 T Cells	Uterus_Endothelial Cells	Uterus_Epithelial Cells	Uterus_Smooth Muscle Cells	Vasculature_Endothelial Cells	Vasculature_Fibroblasts	Vasculature_Neutrophils	Vasculature_CD14 Monocytes	Vasculature_Smooth Muscle Cells	Vasculature_Mast Cells	Vasculature_CD4 T Cells	Vasculature_B Cells
SKI	5.38876591007199	5.1508945929874	3.63709615579033	5.50667264896217	5.37985713997145	4.47114593540178	4.89290017356842	4.91845589630761	4.98400678537434	5.68666284191006	3.64972030514412	5.18257192771636	4.57282603469675	3.69548072479806	0.849012788291277	4.49016706786346	4.0509417108778	4.76498614157313	5.64880459961098	5.01015700451107	5.2578602345622	2.62219758673066	5.45591048900554	4.32241672877909	4.64099994897409	4.62342459335032	6.31498202940693	5.03715667046371	6.29517355919066	6.4993239214943	5.607382472566	5.39142408974685	5.52077996606007	6.04653587573492	5.8130243465274	5.27616303024847	5.51572759347187	5.53325092507138	6.57620153672311	3.67975422617188	4.22886010073672	5.86391298231999	6.48219117938162	5.15440940443914	6.27484463293757	5.97131461082747	6.39871548823092	5.77674701710016	5.30437177986266	5.69512676280353	6.15765644827786	6.78300347368693	5.91953224292162	4.89921772813816	6.14380943529466	3.9998164560514	4.11166798111697	4.94853264768703	4.90699357979039	5.94795600756093	3.81250388617455	5.57276752593607	5.76378922260398	4.56280704649539	5.4080652611622	4.28255554094134	5.22640449794472	4.02946084342932	4.2316714115305	4.65384829509224	4.6352421753118	4.57603922501456	4.81439860306651	3.00646400819188	4.78112821329865	4.92066695176139	4.70269230897879	5.43924360632684	5.7500642426756	3.81018895950092	5.33967900064035	2.68467692789054	5.64449114985637	5.87437271778271	5.94857763665626	5.93918664801808	7.22811317725103	6.05891714063838	6.30502038315379	6.31533621792418	5.43241641394576	5.90486353066483	5.16166162758478	1.63362447435197	2.58968007123775	4.06225045007258	6.18853639750461	3.05930002479513	4.413100899297	6.07501340428113	3.72689697894788	5.55221585591412	4.07926823533072	4.29445689317541	5.57390872731601	5.3558596228013	5.69070691663116	4.23769155364105	3.29987206362205	4.16723977599978	4.84993424854904	5.10463585027917	5.24222357219743	5.93724910201297	6.09870718843012	6.12149738940864	5.62087531227025	4.93231130652441	5.96123828296096	5.48700063577022	6.17444943016647	5.60942840529135	5.6872874957584	5.41383949273707	5.63999517538929	5.68277225125968	5.5785598885792	4.82263022641964	5.21397739998988	0	5.67582893986137	5.87380161857164	6.95430701744752	6.22321183919182	6.4466439037206	5.12917650899398	4.48116236761291	2.79577828288631	3.9557514162361	4.26626513534516	4.37137735783013	5.19829121807373	5.89711635156439	3.32435474774459	5.09856163961175	6.626451181378	5.29087881405763	4.99907537664614	5.24712729707145	5.24400819627616	5.70251421360208	4.52835175191638	4.94768569841849	5.18993945088495	0	5.6100963807518	5.84763092670174	5.25022764917178	5.14384862866598	5.49650354610561	4.92312121348826	5.97358507127966	4.55461401137791	4.16660656160063	5.52484623001063	5.73905662161404	5.16401331333137	5.86492835912647	6.15363558919507	6.76798060385904	5.18047208307601	5.62085485052043	5.6920914222132	5.45095093594638	4.01688273626664	7.18661348810345	3.35560394363896	6.22705387910803	6.24512729717923	5.98607026906696	5.68546234192858	5.30797746445064	5.32350027904797	5.72966272820106	5.15748129690358	5.79197598385135	4.34512890555798
HES5	0.195377689896505	0.301298237111639	1.2810725097975	0	1.20847327745548	0	0.317408107403387	0	0	2.05540813947862	0	0	0.119501813940053	0.0367015596517922	0	0	0	0	0	0	0	0	0	0	3.08483783023154	4.07364441367327	2.60216802121669	0	1.77518338802235	0	2.02591450940724	0	0.221986496827161	1.44798478661227	0	0	0	0.337345802402089	3.96325607443679	0.660894275069312	0.774014487643844	4.30794508976373	1.01155545441078	2.96335521727072	1.43720729191919	0.43029055335375	1.0563441453605	1.11775907595173	0	0	0	2.12356842657951	0	0	5.291811294089	0	0.680995322341145	0.300553207232733	0.177642008201354	0.57586284147921	0	0.404448804969483	0	0.497261609651112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155285937855916	0	0.252877393396999	0.515304369304767	0	0	0.0654463708448291	0.542837126124427	1.14445429011809	0	2.75460790246161	4.31773486377166	0	0	3.22785123450525	0	0	0	0	2.02185541208693	0	0	0	0.609263695245205	0	0	0.253368903341367	2.33216454353988	0	1.77058492597633	0	0	0	0	0	0.640004665477357	0	1.42669497470129	0	0	0	0	0.564839494218442	0.287086398474441	0	0.626030596186736	2.49203122981603	0	2.49545813643009	0	0	0	0	0	0.760818905828161	0	0.488857288208285	0	0	0.152006828514073	0	0	0	0	0.0854940022527914	0	0	0.272490377365089	0	0.038867832575132	0	0	0.337481994919774	1.99606761695444	0	0.139330142875495	0	0	1.49407964754138	2.35783855064433	1.12202860003991	1.56713246023163	5.63784674419035	0	2.48043476946621	0	0	0	0	0	0	0	3.92680608003863	0.235367754211031	0.587056449061448	0.508428363831377	0	0	0	0	3.11198065684614	2.1569063350947	1.04840139713008	0	0	0.534835719376344	1.04225402884976	0	0	0
E2F2	0	0	1.2810725097975	0.510780977070104	0	0	0.219165304514354	0.493668210795067	0	0	0.972748528341667	4.90186621038073	0.963441763585726	2.52774524632964	6.14384867082237	4.08746512812501	1.70176874161667	0.896467114961214	1.61896168408804	3.75752982663677	1.92778508974056	7.04985113232003	1.25316444654124	2.62846237875369	0	1.20273060662923	1.82211503821598	0	0	0	0.328884272382384	0.40902917493234	0.221986496827161	0.656348973886012	1.0634189075188	0.637065165349	0	0	0.271495905388461	0.827615666489183	1.27503271514457	0	0	1.51317242429488	0	0	0.565447655990685	0	2.40042211334978	0.54784331725754	0	0	0	1.97561914713577	0	3.55001801557139	1.490434778629	0.761157402764679	0.284975556356735	0	2.3325840395925	0	0.462844809763117	0	0.233042112107716	4.60790101480666	0	0.350009225215405	0.666584189808856	0.353503674524837	1.24534791625574	0.510717538717137	1.2688633086042	2.62285492622086	1.46799543612631	0.270531834716284	0	0	0	0	0	0	0	0.217144179789891	0.0714323680230743	0.758546826972144	0	1.07417499188568	0.857422134513927	0	0.520934065472325	0.290619906094065	1.69812929827317	0	0	0	0	0	0	0	0.0865408919556016	0	1.37315888215503	0	0	0	0	0	0.166492408744728	0	0.374239796963659	0	0	0	0	0	0	1.0523727256879	0	0	0.150672475611807	0.40393793027106	0	0	0.731492867926633	0	0	0	0	0	0.193079483564766	0.760818905828161	1.9740879902937	0.26503649927686	0	0	0.584974950913629	0.842005801776395	4.87320280797211	0.408950231206996	2.24614448816733	0.741196006760543	1.07310823953931	2.80966611252543	0.501599318558053	1.05292661733097	0.378933872901612	0.6777140566886	0.53159781042972	0.610793281322752	0.333335313894569	2.50662512650627	0.730364724948296	0	3.88015411057329	1.14484864197001	1.12357501828561	1.97867891608775	0.986648170776596	1.73267568883185	0	1.71823145037631	0.777618527846299	0.479631110169512	0	0.853052147634224	2.28467158483028	0	0	0	2.41726277989626	0	0	0	0	0	0	0.422026620582562	0	0	0.348812487224241	0	0.534835719376344	0	0	0.936884928750054	0
GRHL3	0.660011784150004	0.976524886968338	5.71388949910713	0.510780977070104	0.408964391352068	0	0.797651834627495	0.860796575365881	0	0	0.972748528341667	0	0	0	0	0	0	0	0.0765784995266208	0	0	0	0	0	4.87976863639134	5.68185120810242	4.22896829767145	3.39923397681064	3.9576259374581	0	0	0	0.115258656876432	0	0	0	0.481325282066665	0	0.271495905388461	0	0.774014487643844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726978408718432	0.135027485146687	0	0	0	0	0.233042112107716	0	0	0	0	0	0	0	0	0	0	0	0	0.155285937855916	0	0.655117234902176	0	0	3.72851948096871	0.0330942669849339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77479266221849	0	0	0.253368903341367	0.534460412435978	0	0	0	0.0576588963278835	0	0	0	0	0.207335307260324	0.507997946955977	0.178832920957074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38937478127448	3.38279150650037	3.67415331222458	2.97655257658878	2.99463562221024	2.46303533900133	2.26819886448443	0.440579506668963	0	0	0	0	0	0	0	2.73782018854593	0	0.276496496114488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNX3	8.77512293114022	1.28227698253611	2.40342784629001	7.7724802422739	1.98170343861178	5.684827760385	5.36438601721337	5.5198639602228	7.46940986428087	1.03717418607339	4.647567804364	7.52360991120404	8.66558458529514	4.2681382611241	3.03763020669662	4.74925430695336	5.44337597103092	6.24043011187965	0.81819495502053	1.83736943628125	6.97739174392452	0	8.5276623076081	6.02085506955193	5.47282498709955	1.56199750639028	0	7.26498070885008	0	9.46883725965675	1.10580363755932	8.43486054917054	1.62256994349343	2.87518608355933	3.48184103011929	9.03942233769993	4.10744056619093	1.96263439959224	0.142125038178713	0	0	0	0	7.52812308784373	4.77996382727719	8.03265392232231	8.63122645957649	2.77620541173832	3.79063948440917	7.11526014577671	7.95050399131208	3.468989093734	3.6899266864824	6.94494134460839	1.41127626819066	8.35169054659484	6.31146514895355	7.59599132349518	2.75819356891744	1.41572269521794	5.04914145500738	3.33060537200896	5.84198006243384	5.18553884926435	3.80456855273663	6.61810484911134	4.89164681294107	6.23927244712202	8.41491508077082	6.78996711255792	5.3965265547335	6.70343780679828	8.13836651285066	4.8651120437907	4.78112821329865	8.43315889531208	7.63242643008494	2.69037937114915	5.8877577220913	3.50403435348107	2.14872759167158	4.94773740010998	4.67304785454116	0.455511814727103	0.542837126124427	0.830465388250467	8.86366503840847	0.734057605398587	0.624052857366471	4.31145453547829	8.10999538039972	0.639615925088033	5.56886354153117	0.609498648309099	8.48137680156888	4.06225045007258	0.819884240744931	2.55837879178154	0	3.39066243220312	1.05788104009354	0.863977465565728	7.99695021821238	8.2023620349363	0.534460412435978	6.236880336049	1.14140748660637	8.16415645678208	2.87188333823907	5.94226494752917	6.31039429641566	7.46987818017095	8.60171112582382	3.33894773360022	3.47635696648898	5.93180948622901	4.01361127390292	4.71356064649575	2.45565268800778	4.24571316808872	7.77749988218019	6.1054695667811	6.42217938889404	1.45134853103231	9.02796437245911	1.99358796357381	8.42384049373245	7.05463716431598	3.94920648442798	3.41433343104251	8.12165862664649	6.56606989902356	4.21511848866184	8.70995245091628	7.08834708711875	6.3073202689391	8.84570154802482	5.21181424195055	7.33458364759474	6.2415617035153	4.62083958759143	7.45770110006173	2.91434414492431	4.00252767486823	9.04610789232597	5.68685104374935	6.64566676926647	8.56814414936821	6.93027836613243	1.03857478288415	1.6226409567732	4.72363555659445	6.08360460226833	1.39977031090318	2.97494914029505	9.16620596563342	8.71251363467927	8.42608826911692	7.69439913940796	3.90116788243063	0	1.33736023517424	4.12340718566891	6.78457232088113	9.22350174177306	1.77355540508046	6.22068019849515	3.74253009106649	7.65497603962981	1.94174495514384	3.28861481624959	7.80714458124599	1.90544646618704	5.82656321519844	7.4773312290398	9.31644394553132	3.89280417557023	0.422026620582562	2.05139593834026	0.513283278655341	0.184922581583916	4.0950477972192	3.48185206208922	1.32969175273081	5.24806211069532	8.11925363380127	5.30919304358323
GMEB1	4.1319781405663	3.46278243434784	3.46092207786921	4.05109193857207	3.78466762079265	4.29801888027587	4.14176631624711	3.90772707179585	4.73006104869318	4.15666073289514	2.95196670460922	5.30478858140748	5.16548198697227	4.23298746145538	2.07213040172637	4.7827419643356	4.78377942313472	4.47202938776489	3.91309613780931	4.6695367634203	4.75722071419235	3.79620111612101	5.26146291069728	5.0802263328006	3.31925053489962	3.13922304879788	3.90187635287218	3.39923397681064	4.34926061943942	0	4.66243078077271	4.27473521450939	3.72529140920366	3.83289469467896	4.26037482249549	4.75982848176044	4.58312660463987	4.17974621530607	4.44001372441672	3.06352421641187	3.45158057778747	4.30794508976373	4.10913798551285	3.36062422780724	3.1878972064727	4.14406568709726	4.20119785371517	3.373059395316	0	4.82028220027705	2.59165059920687	4.1528748515974	5.19836987366015	4.05680079749532	4.49674389249252	4.85066756458802	4.06042634190629	4.67532810167247	4.12291282595375	4.45919152648342	4.56804669377755	4.44024263873052	4.58938419452492	4.68324205921005	4.3360344332185	4.74664521755357	4.17438705015257	4.68111121793245	4.7995262190997	4.42007749534292	4.53644253748668	4.59137243270607	5.06785170592046	3.37590585281805	4.22216505536881	4.0948853584769	3.95571320953154	4.2531669977814	3.41975324052064	4.19677289809438	4.83161996573558	2.68467692789054	0	3.44427510818438	4.44700753070043	4.1234932331022	3.65588703064974	3.71816371949614	3.92661294629481	4.27997645797375	5.3424992764717	5.0744104365436	5.2579033612362	2.05463091396529	5.17542733610759	0	5.08348429907855	4.36189573594148	3.95450979790738	5.17955089927827	3.4573485210521	3.64162568388002	4.7249743561003	4.36336089011354	4.6561312411668	4.05895928238416	4.42635481866687	4.94373942274372	2.67409112784841	5.09572959797144	5.08962750199147	4.87701521743481	5.19902008826571	4.10669513778262	4.29066893815522	4.78959863014864	4.66303130360504	4.79952505212314	4.878179864444	3.19326549999041	3.19320755928808	3.37438863230904	3.27694421524769	3.58328133732313	3.44696344400799	3.36150827412397	3.79219892553521	3.33619006203307	3.94920648442798	0	3.89632298154848	4.44847579665411	4.92067345458712	3.93718598729782	5.05891337428911	2.13741880215589	4.94905221237051	3.85531106580216	4.94294932610659	4.73129783241231	4.77461419669295	4.65398841697278	4.11308875230638	2.80966611252543	5.03136832962002	4.90774764596549	4.6105631916662	5.0608503236165	4.76419984545292	4.18036325975101	4.17192271690892	4.79490338864205	4.8672749560003	4.11985057781441	2.97494914029505	4.88087594805945	4.31192422770914	4.02634544109886	4.36677795949503	4.59898223839156	4.41358734797702	4.48390575821736	3.90002872769519	4.97121269137935	4.80862085728754	3.87847142783307	4.99910949043761	4.8512959963135	0	4.38487191716052	4.12765229286958	4.73395699100701	3.92160203925801	5.25425588665595	4.71775275786306	4.5047036721107	4.28335418637853	4.45274116916371	2.86594592091017	4.0340933475471	3.68904968041296	3.9523942772261	4.1622052131324	3.51640334087421	5.06083002485316	4.57650734814157	3.41442185248529
TFAP2E	0.521122766904654	0.431226247428189	1.2810725097975	0.510780977070104	0.408964391352068	0	0.797651834627495	0.493668210795067	0	0	0	2.07403734719907	1.05623373723949	0.761864037682228	0.849012788291277	0.506960708662301	0.476978107396706	0.427177884658102	0.2845813306026	0.330395293620987	1.13882559667676	0	2.70808730054921	1.44778475128701	0	0	0	0	0	3.19115005228855	0	0.523116295237475	0.7358287175989	0	0.447095401075631	0.637065165349	1.36966299104569	0.337345802402089	0.271495905388461	0.133357992609904	0	0	0	0	0.512975634348929	0.43029055335375	0.443484618043594	0.370191157524976	0	0	0	0	0	0.574177400941106	0	0	0	0.761157402764679	0.93902823972194	0.258491750603346	0.883595479608618	0.404448804969483	0.462844809763117	0.497261609651112	0.973948074240297	1.15754225664234	0	0.694015207076114	1.00490954317732	0.37296710666466	0.630687719290809	1.01394151546069	0.865787807419635	0	1.46799543612631	0.498255807531083	0.446687803895064	0.295469880033548	0	0.467970774121567	0	0	0	0.455511814727103	0.266681751880925	0.119652603554673	0	0	0.491492966515416	0.716152802713502	1.20454883823655	0.15261550864982	0.292169141205455	0	0	0	0	0	0.786737212537423	1.23598624116703	0.127939408806252	0.863977465565728	2.06375919207084	0.822076925282346	0	0.834607042252875	0	1.13161896515705	0.0576588963278835	0.797158405832029	0.559589918232369	0.447750715387682	0.640004665477357	0.207335307260324	0	0.943939779722748	0	0	0	0.781430552330542	0.731635743463593	0	0	0	0	0	1.61192362339886	0	0	0	0.515615526658877	0	0	0.138595919133627	0	0	0.736980534384281	0	0.787295240020117	0.467111719081939	0.859128310846562	0.983178596204695	0.1175888085507	0	1.52156327771047	0	0.819345289318662	1.76486107560083	1.07985467850395	0	0.333335313894569	0	0.591648827723601	0.348344933285329	0	0.683125688458838	0	0	0	0	0	0.81839469788097	0.440579506668963	0.479631110169512	0	0	0	2.03429139754055	0	0	0.122478432633267	0	0.508428363831377	0	0	0	0	0	0	0	0.348812487224241	1.38347552790642	1.23040686781412	0.203325170458667	2.49196675705588	0.936884928750054	0
POU3F1	2.25417706019418	2.45686407539338	4.39387881786646	1.70739824589827	2.56461859021664	0.876587613941373	0.409385298765638	0.183971460044229	2.39411845205121	1.03717418607339	1.95892729437746	0	0.332368784145451	0.0367015596517922	0	0	2.04774851977219	0.427177884658102	0	0	1.13882559667676	0	1.25316444654124	0	2.45699767864493	3.20858143540775	2.60216802121669	3.77967434081763	1.77518338802235	3.19115005228855	2.07056803121276	3.67812964995743	1.83925258406945	2.15592204768329	1.29464781262603	2.93771119442329	4.07390757435408	2.97254222896676	0	0.255425142636471	0	0	0	4.87939579669296	5.17045442218522	1.32530276653584	1.60376193812635	3.76325597196509	3.2568826867661	1.72661037504024	2.59165059920687	3.468989093734	0	0.574177400941106	0	0	0	1.62505971444185	1.87355863463544	0.667830742233461	0.248256200778407	1.19807448915785	0	0	0.233042112107716	2.56634829839875	0	3.28737183881089	3.15165401713119	2.31943259812693	0.349536759690357	2.77855957429325	2.25073226392128	0.5548949238056	1.46799543612631	0.867904110839839	1.8238934252043	0.295469880033548	0	0.655117234902176	0.515304369304767	0	0	1.85682186994187	1.24519376863852	1.3541800767402	1.55292419922205	2.93227024449208	2.58642556717162	0.716152802713502	0.520934065472325	0.290619906094065	0.292169141205455	0	0	0	0	0	0	0	2.27289399631433	2.0976771582012	2.8799968290792	1.72414730680293	2.56861676434856	0	1.77058492597633	1.13161896515705	0.534589983035703	3.27317017737104	2.96561750695837	1.16175954974721	2.59096310637184	1.34797017495634	0.882956612208465	1.21392456100787	2.89297001778735	0.62008803979869	1.31915784732641	1.99824725695461	3.04714191679436	0.40393793027106	0.626030596186736	1.96016289701956	4.3792528293182	1.40969611658715	3.03528418052923	3.33619006203307	0	0	1.78006748281443	3.82726938021763	5.28815085143743	1.14404552311659	3.03303287193231	0	2.28953632770384	0.4815782598473	0.787295240020117	3.50814713206674	0.21758857924502	2.04040187129596	0.1175888085507	0	1.76160336151406	0.620461765179714	2.63591652294716	3.43209334993155	2.83309801188863	1.63616969713215	1.20139165481194	0.738970534615601	3.31807593004558	0.62872560615562	0	3.77798855099261	2.51486688177751	3.29630472010847	0	3.3636960548987	0	0	0	3.76769575421072	1.48627090740396	2.33101481357429	2.28467158483028	1.3494261088143	3.46301746691798	1.94174495514384	5.70877661927222	3.52929033043638	2.19888623065195	0.947985008480456	0	2.20691981806526	3.35560394363896	1.82723468892632	2.66598765211846	1.43785568165513	1.73328990607592	0	0.805673782992715	0.540073801170347	0	3.78674930291196	0
NFYC	4.1789391248142	3.88182345229064	4.18287887195102	4.06336381451916	4.4140954715354	4.6093275789674	4.70604232347444	4.70935992602399	4.17202598379025	5.24134986660616	3.53460152582896	4.90186621038073	4.55438572147727	5.38321821333851	2.72440481472042	5.28929325476432	4.67180736489716	4.20855543806826	5.46694509451044	5.46994791864099	4.84028147021316	3.79620111612101	5.0962316567636	4.32241672877909	4.64099994897409	4.03597851170304	4.57433943059731	3.39923397681064	5.12595737414859	4.10992675305181	4.84058887578717	4.29896210991872	4.47301749289849	4.55259039122561	5.30411059466192	4.60388250657536	4.88331949762962	4.49833161059724	5.30046786052858	5.6128727729858	5.10312041707919	5.57315869718238	4.41424865302885	4.14480759761437	3.69551855191783	4.14406568709726	3.98870697695173	3.99265315873576	0	4.50520736455341	3.46672619144496	3.67264782299324	2.79759536714209	4.87538898971362	4.59908737624207	4.95400684527695	4.75165410433116	4.89338440944641	4.88796582280119	5.30949677043464	5.44082434556765	5.07390143755732	5.25055139517481	4.91737238032508	4.8207305924965	5.29108385821042	4.92884142891405	4.65972229708092	4.72824965276076	4.44097597682348	4.81460130762965	4.59644750031507	4.66206910178102	3.95799913562456	4.47225835699019	4.0416750402022	4.0535483146314	4.07007001514754	4.00821454074569	4.44536727776107	4.51690257076771	4.32212919115093	0	4.01367878069953	4.02039740223096	4.14480748863108	4.25184910950151	4.5578120190802	4.46641494792854	4.82913597880092	4.7127756616825	5.23690449643983	5.34812438597119	3.71058769819051	5.8129132949737	4.06225045007258	4.43710369018187	3.72531958209326	4.97531256286696	4.81293262744273	4.63233648172966	4.42634732038378	4.32800741407597	3.9977450997328	4.89227547143123	4.74691736431215	3.95154449981649	3.93475588708449	3.86170367478988	4.79393355305565	4.6601998190006	4.56287342555357	4.90849486192755	4.18233185104875	4.74128352864563	4.90211933951094	4.63664526467571	5.30967700950724	4.55016571185505	3.76336928353851	3.96731094209395	3.92761571737304	3.91897154493142	4.10349185039148	4.55164608581218	4.71058834660866	4.71112275635866	5.67373750330262	3.94920648442798	4.34503613343235	4.09073044928431	4.02484689823878	3.66848133821966	3.95605520594413	4.07104438323551	3.86779433323568	4.8662846808021	4.78398619289802	4.68248444261629	4.75191617674345	5.54166199014031	4.55254725953649	5.55801099553318	2.46163783527714	4.85086970826835	5.54461549902218	4.4286185256245	4.52264900765931	4.65363114956146	4.61211011046287	4.67596847098706	5.67733446613846	4.81885997438862	4.72236947955079	3.88015411057329	4.06574298736088	4.51152828091794	4.61650829982351	4.55926198556915	5.06729915876814	4.69073310093942	4.66846899535702	4.97074764736458	4.71373833161589	4.28294358345112	4.09814717431276	4.5990315159404	4.17226202280114	3.46301746691798	5.01161651615199	4.87107879359888	4.253870797261	3.8599686431488	4.07004557172346	4.71775275786306	3.95117188445561	4.28335418637853	4.24867457442925	4.35751151074722	4.94002500884193	4.43630521932264	4.22485634393852	5.21147040804348	4.58526560292288	4.59258954243063	4.73351303098122	5.30919304358323
KLF17	0	0	0	0	0.408964391352068	0.354650536496813	0	0	0	0	0	0	0	0.0367015596517922	0	0	0	0	0.0765784995266208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38841860451177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13197220170661	0	0	0	0.158364979994307	0	0.119652603554673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1175888085507	0	0	0	0	0	0	0.337481994919774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
